order_id,customer_name,customer_email,customer_age,customer_city,address,purchase_date,category,product,quantity,unit_price,total_price,payment_method
5a384a6a-3126-4488-b4e0-5968e0acc361,Travis Nelson,christian84@example.org,26,Artvin,"4195 Barker Junction, Hooperland, TX 03823",2024-07-22,Jewelry,Bracelet,5,2169.8,10849.0,Debit Card
0d5203f6-632a-41e8-ac7b-790e333a403a,Gregory Jenkins,jasonadams@example.org,70,Erzincan,"1674 Nguyen Drives Suite 432, Joeberg, NE 08400",2024-07-18,Health,Hand Sanitizer,2,2164.68,4329.36,Debit Card
31f33364-351f-4e6a-b1c5-3b91c1cc02f3,Wendy Jones,fitzgeraldchelsea@example.org,46,Elazığ,"59541 Smith Junction, Amychester, ME 90064",2024-10-13,Pet Supplies,Bird Cage,3,1261.1,3783.3,Credit Card
a453dc65-2165-4f4b-b9f2-e5a7f9c51fb5,Kyle Clark,brucewatson@example.com,36,Karaman,"2717 Nicholas Turnpike Apt. 567, Port Joelland, ME 49651",2024-08-28,Books,Comics,3,2815.95,8447.85,Bank Transfer
ab9349b1-9adc-409c-9e97-2a70649a9cd7,Jessica Harrington,albert02@example.net,59,Adıyaman,"5096 Ryan Estates, East Scottborough, NV 71201",2024-10-20,Health,Thermometer,1,848.63,848.63,Bank Transfer
47b55bba-3095-4b79-8dab-99aa45ae66f0,Rebecca Leonard,perkinsdavid@example.com,47,Tokat,"Unit 5352 Box 5389, DPO AA 26635",2025-03-04,Books,Biography,1,643.38,643.38,Cash on Delivery
b13c5aab-d3bb-4142-8bcc-5a64ad2239f0,Jennifer Delacruz,fyoung@example.net,58,Kırklareli,"61614 Valentine Trail, North Chad, ME 04122",2024-09-19,Gardening,Seeds Pack,5,1416.04,7080.2,Bank Transfer
5f180ee7-022d-4b2e-b853-1b4f05ae014c,Melvin Barrett,dsmith@example.net,67,Bilecik,"233 Le Ville Apt. 944, East Erikachester, NE 43500",2024-07-15,Grocery,Milk,2,293.32,586.64,Credit Card
8c0dc3bf-9728-4f4e-bbe0-3077ec637855,Stanley Mason,hughesheather@example.com,20,Batman,"3122 Richard Stravenue Suite 806, Stevenborough, IL 85197",2025-01-27,Baby Products,Baby Diapers,2,1367.57,2735.14,PayPal
7443be43-7707-4385-afcf-894e387ff9c3,Jenna Hogan,nealtravis@example.org,51,Şanlıurfa,"2105 Patterson Harbor, Port Susanmouth, FL 32666",2024-05-21,Clothing,Sweater,3,1669.47,5008.41,Cash on Delivery
b4220e65-9225-427c-a434-a51615ee8d25,Joseph Gross,michael62@example.org,36,Muğla,"5081 Denise Burg, West Kari, PW 67746",2024-07-18,Books,Novel,3,2196.61,6589.83,Cash on Delivery
e68feb88-fbe7-4fcc-b5d5-2925bec2703c,Alicia Ross,tcooley@example.com,20,Tunceli,"70566 Jessica Valley, Hebertville, AK 11203",2024-08-31,Pet Supplies,Bird Cage,4,1690.22,6760.88,Bank Transfer
c8a37bc9-aebb-4195-a81c-19e5c5db4d51,Misty Williams,mckayamy@example.net,26,Trabzon,"71454 Alexandria View Suite 080, Osbornfort, MO 91068",2024-08-30,Beauty,Shampoo,3,1340.52,4021.56,Credit Card
77882182-d9be-4095-8d94-c33326a03f24,Charles Allen,trobinson@example.com,49,Kütahya,"24275 Christy Stream Suite 199, West Annetown, AZ 51452",2024-08-22,Books,Comics,3,1853.1,5559.3,Bank Transfer
a2a43909-a5dd-4674-9fb9-471895cbb5c7,Maria Anderson,thomasmichael@example.com,52,Gaziantep,"PSC 9877, Box 9200, APO AP 58462",2024-11-18,Toys,Board Game,1,554.31,554.31,Debit Card
a16c9161-a5d1-4d3c-8d44-e532ffd5a5c9,Benjamin Johnson,hebertmichael@example.com,28,Antalya,"2283 Donald Fields, North Jonathanport, TN 27219",2025-02-25,Music,Microphone,3,1409.09,4227.27,Bank Transfer
d3784ec8-45e8-4d50-9de3-3be6e74d1983,James Chavez,carrie70@example.net,39,Kahramanmaraş,"557 Lewis Stream, Padillatown, FM 86259",2024-10-22,Grocery,Eggs,3,309.6,928.8,Cash on Delivery
81713d98-2839-4612-98ea-b177f4ad640f,Megan Rios,danielle69@example.net,40,Diyarbakır,"477 David Crossroad, North Jeffreyton, NE 94475",2024-10-22,Toys,Board Game,5,1777.95,8889.75,Credit Card
a3f75b9d-e4c2-4446-a11f-b0759c01652c,Teresa Ramos,snyderstephen@example.com,46,Aydın,"60742 Butler Mill, North Corey, OK 02152",2024-05-13,Office Supplies,Notebook,3,2600.02,7800.06,Bank Transfer
d9c49c40-ce3b-41db-bf65-90086a11caa3,Marvin Burns,anthony20@example.com,26,Erzurum,"3570 Anne Gardens, Mejiamouth, LA 96567",2024-12-09,Furniture,Bed Frame,3,183.26,549.78,Credit Card
12efae99-aaa2-4003-9f7c-0a714a0cf26e,Jason Villa,murrayjustin@example.org,19,Malatya,"1792 Stephen Causeway Apt. 591, Port Rebeccaberg, DE 99648",2025-01-22,Music,Drumsticks,1,379.96,379.96,Cash on Delivery
b9ab6346-992a-4484-aa73-4b5a39b594f5,Nichole Brown MD,blakenelson@example.com,33,Bartın,"2989 Holloway Ramp, Thomasstad, AK 68049",2025-01-09,Electronics,Laptop,2,1978.6,3957.2,PayPal
164339c3-17b1-400a-86af-e9f260a9b717,Jacqueline Guzman,phillipsmelody@example.org,51,Samsun,"26294 Roth Burgs, Robinsonfurt, AS 88113",2024-04-15,Baby Products,Bottle Warmer,3,2015.52,6046.56,PayPal
5b315458-4bb6-4479-adc4-2ee11db9f069,Ashley Jefferson,angiemartin@example.com,62,Erzurum,"5727 Richard Tunnel, New Laurie, VI 25630",2024-06-14,Travel Accessories,Packing Cubes,3,2721.67,8165.01,Cash on Delivery
50df3052-68ed-4402-8f44-e2bdadfa6c1c,Jordan Mitchell,kathleen24@example.org,67,Antalya,"USNS Jackson, FPO AE 99446",2024-12-13,Pet Supplies,Pet Shampoo,3,216.82,650.46,Debit Card
622dc3bc-7ee5-4fd6-9637-a9777e706937,Wayne Wilson,jenkinspatricia@example.net,67,Yozgat,"22570 Tiffany Spring, Longport, DC 44930",2024-05-10,Gardening,Seeds Pack,4,405.08,1620.32,PayPal
a2aa1ca0-1b14-4262-ba3a-39e1d3c240ce,Elizabeth Hall,morgankaitlyn@example.net,49,Manisa,"1787 Emily Land, Martinburgh, CO 00928",2024-06-24,Pet Supplies,Pet Shampoo,4,654.59,2618.36,Debit Card
c83b5fa8-5f66-4c66-9d00-7e3281fa7775,Mark Smith,wangandrew@example.com,69,Malatya,"4028 Morris Vista Suite 393, Frenchtown, OH 94925",2024-07-14,Baby Products,Pacifier,1,1071.96,1071.96,Cash on Delivery
1e6580b5-4c0a-455c-a1a1-b3bda683c0e7,Dawn Morgan,avilataylor@example.org,43,Artvin,"510 French Fords Apt. 087, Jacksonside, HI 51907",2024-09-26,Footwear,Sneakers,5,1938.44,9692.2,PayPal
b38f4a18-5fd8-4e2b-867e-77039a8f3f29,Cynthia Cooley,james96@example.org,70,Sivas,"36816 Long Squares, North Jeffrey, VI 44708",2024-07-01,Books,Novel,1,638.41,638.41,Debit Card
914e60c7-9cf8-45ea-8992-1e357534ce82,Jerry Campbell,alexis20@example.com,56,Giresun,"150 Miller Prairie Apt. 171, Barajasshire, TX 94509",2024-12-13,Jewelry,Earrings,4,2091.02,8364.08,PayPal
f8495fda-6d00-40e1-9c30-2d4ee74f4ff6,Felicia Johnson,smithkathy@example.com,24,Hakkari,"3935 Mendoza Run Apt. 738, Hernandeztown, AR 78172",2024-07-01,Furniture,Office Chair,4,1210.09,4840.36,Bank Transfer
c0aac2be-d43c-496f-a165-f1b1f0d40c8e,Jacqueline Strickland,achandler@example.org,49,Samsun,"1700 Paul Wells Apt. 328, East Joseph, RI 78087",2024-10-13,Automotive,Tire Cleaner,4,2290.69,9162.76,PayPal
25ca44e5-c7e6-4f28-bf8d-cf6b798da86f,Jennifer Lee,xschultz@example.org,66,Batman,"6695 Burke Unions Suite 024, Lake Ericaside, MD 66841",2025-02-04,Sports,Yoga Mat,5,2865.75,14328.75,Bank Transfer
b79c3ee4-ddca-43d6-bd0b-cd34cb915ccb,Thomas Benson,jennifer12@example.com,43,Bitlis,"4542 Rasmussen Mission, North Conniehaven, ID 22790",2024-05-28,Beauty,Foundation,1,1031.27,1031.27,PayPal
8c00bfb0-aa64-4231-996c-20c938fe9546,Mary Gregory,usantana@example.org,66,Burdur,"3493 Kelly Well Apt. 669, Sandersfort, OK 94235",2024-08-21,Automotive,Tire Cleaner,2,1443.01,2886.02,Credit Card
fefd1633-92ee-4241-bc15-b7ff8fb2e42b,Margaret Richardson,jose79@example.com,45,Mardin,"3824 Kenneth Branch, Lake Collinmouth, NV 73141",2025-03-11,Automotive,Jump Starter,4,1909.01,7636.04,Bank Transfer
22fec7cb-be9d-4ef1-ba0b-c9b875dcad86,Melissa Taylor,wrightmatthew@example.com,36,Malatya,"Unit 7125 Box 4513, DPO AP 69262",2025-01-18,Footwear,Slippers,3,2091.71,6275.13,Cash on Delivery
0c8fc3cf-debd-4d76-8f31-5653cd340d8b,Chelsea Meadows,danielkathryn@example.com,64,Manisa,"7720 Kirk Fords Suite 618, Floreschester, SD 70818",2024-10-01,Sports,Yoga Mat,1,2879.51,2879.51,Cash on Delivery
130a111c-166d-4642-8d83-f9fc7704715d,Carl Manning,jeremy02@example.org,44,Sakarya,"2173 Walker Union Apt. 861, Kimberlychester, ME 86345",2024-07-17,Grocery,Eggs,1,2142.32,2142.32,Credit Card
099a3acb-0098-43ce-adc3-a053607becd5,Cheryl Perkins,ryanbrown@example.com,32,Osmaniye,"701 Mark Valley, Ronaldview, MS 08916",2024-04-10,Pet Supplies,Cat Litter,1,428.33,428.33,Debit Card
a531b3a7-8406-4a30-bab4-e3309b2955ba,Tyler Khan,rmatthews@example.net,20,Yozgat,"87485 David Mission, Port Craigbury, WI 46431",2024-08-27,Furniture,Bed Frame,1,996.61,996.61,PayPal
1f8e5174-3e57-45ac-9d31-aa1d708f7796,Evan Hughes II,johnfritz@example.net,51,Adana,"024 Finley Parkway, Port Justinburgh, MH 43786",2024-05-14,Automotive,Air Freshener,1,390.33,390.33,Cash on Delivery
1d747daf-fa32-426c-81d0-e1cb6ed063c6,Michael Ray,phillip77@example.com,36,Kırşehir,"28167 Ayala Streets Apt. 312, Lake Anneside, MH 60286",2024-07-15,Toys,Action Figure,2,453.81,907.62,Credit Card
34addbed-684f-4ad5-aadf-bb43a692c473,Anita Morris,crystalkim@example.com,44,Artvin,"5689 Christine Roads Apt. 820, North Carolinebury, CO 93631",2025-01-04,Beauty,Shampoo,4,78.68,314.72,PayPal
ad9dab03-c7ef-4e11-8dfc-05360ca81863,James Ramos,jonathansanders@example.com,47,Uşak,"309 Green Street Suite 992, West Jackfort, NC 15813",2024-05-01,Music,Guitar Strings,4,2308.15,9232.6,Credit Card
b16c9648-faa0-4419-afc4-02e742bc52b8,Jenna Foley,dukematthew@example.com,44,Çanakkale,"10017 Tricia Vista Suite 101, East Andrew, FM 40049",2024-07-04,Toys,Action Figure,2,2067.84,4135.68,Debit Card
1bedeeb5-eb6c-4a4a-b866-c0ead3bdca4e,Robert Wiley,deanemily@example.org,63,Kırşehir,"70202 Hamilton Meadows Apt. 107, Houstonside, MP 96840",2025-01-26,Furniture,Bed Frame,4,1135.07,4540.28,PayPal
0fce891e-9910-432e-95e7-d9435d116f90,Bryan Thompson,alexandermcgee@example.net,31,Erzurum,"62392 Contreras Extensions, New Catherine, WA 58648",2024-08-01,Tools & Hardware,Screwdriver,4,888.58,3554.32,Bank Transfer
2137281c-ad88-4d4f-8fe4-d628a64a64f6,Thomas Ramirez,gscott@example.org,39,Uşak,"82041 Susan Prairie, New Christine, DC 28246",2024-06-05,Health,Thermometer,3,2980.25,8940.75,Cash on Delivery
56b6d639-8145-4a69-a5d2-bac9f242b00b,Brandon Roman,smarsh@example.org,23,Hatay,"420 Thomas Tunnel Apt. 741, Estesmouth, OK 14124",2024-04-30,Music,Sheet Music,4,2602.2,10408.8,Cash on Delivery
e4573f42-9281-4985-acc9-a5710b58c8e6,Brooke Lewis,oharrison@example.com,47,Karabük,"2932 Martin Groves Apt. 850, South Stephen, IL 85761",2024-11-29,Beauty,Face Mask,3,1697.26,5091.78,Bank Transfer
1d9adf75-90f5-4d5e-b13b-2212b02025c6,Mary Porter,nhart@example.net,64,Çankırı,"USNS Thomas, FPO AA 98891",2024-04-05,Clothing,Sweater,3,1514.29,4542.87,PayPal
d5838b19-46fa-486d-9ffc-b3a90db3790c,David Hanson,erica93@example.net,27,Erzincan,"114 Nicole Stream Suite 131, New Jason, WA 96957",2024-11-03,Books,Comics,4,119.03,476.12,Credit Card
8c1eeb13-11bc-4b1a-b503-a45dfb167ede,Michelle Johnson,wellsmia@example.org,35,Erzurum,"7305 Jesse Forks Suite 872, Port Alexandra, MT 54458",2024-10-03,Music,Guitar Strings,5,2885.32,14426.6,PayPal
d0865e94-9ccc-4538-bff5-e72db2f204bb,Kayla Bates,gail01@example.com,29,Uşak,"795 Jennifer Island Apt. 730, New Darlene, OK 86687",2024-10-02,Jewelry,Necklace,3,2278.21,6834.63,Cash on Delivery
4c8cba90-2f07-49a6-974e-509f48f8af04,Alyssa Ramirez,robert37@example.org,20,Ankara,"5492 Henderson Stream Suite 465, Anneburgh, IN 54402",2024-09-03,Electronics,Camera,2,1486.66,2973.32,Cash on Delivery
338d92b8-3178-47a6-9138-deb1e4d5f061,Rebecca Wilson,wardjoy@example.org,69,Aksaray,"85395 Woodward Ramp, Zacharyport, IA 25024",2025-01-04,Automotive,Air Freshener,3,1511.76,4535.28,Cash on Delivery
54cb10e0-26d9-419b-8d58-c973fca15367,Tom Robinson,lmooney@example.net,29,Kocaeli,"5514 Marie Ford Apt. 080, Port Cynthia, LA 10737",2024-06-02,Automotive,Car Wax,3,1051.09,3153.27,Credit Card
16d12eb8-399c-4f1f-8dc4-f896c3ef9d41,Carl Thompson,gjackson@example.org,58,Erzincan,"523 Kimberly Road Suite 342, Wilsonfort, NV 55767",2024-05-30,Electronics,Camera,5,2299.32,11496.6,Credit Card
f90a2fb4-7957-434e-83e0-3297deb492a1,Christopher Banks,jacqueline28@example.net,20,Gümüşhane,"33954 Farmer Mountains Apt. 049, Clarkstad, VT 86689",2024-12-29,Furniture,Bed Frame,3,976.93,2930.79,PayPal
abb0acaa-f6df-4d86-bcef-caa0a3ac80a9,Eddie Holmes,melinda11@example.org,59,Kahramanmaraş,"164 Jackson Shoals Apt. 971, Stewartmouth, FL 18367",2024-05-02,Music,Sheet Music,2,773.05,1546.1,Debit Card
5f8fd6e0-415a-4d17-a7bb-47d2c8a05cc0,Adam Rubio,crystal22@example.net,59,Kütahya,"7110 Goodman Courts Apt. 900, West Tannermouth, KY 52302",2024-05-14,Music,Guitar Strings,5,811.51,4057.55,PayPal
0e6d96f1-dc5d-466e-86ba-314c6a8987b9,Virginia Santiago,debra66@example.org,54,Bursa,"27420 Dillon Causeway, East Gerald, NH 94594",2024-04-18,Home & Kitchen,Blender,5,406.01,2030.05,Bank Transfer
5baebea9-a759-49fd-8d06-65f1598e4384,Valerie Crawford,dwells@example.org,67,Gümüşhane,"791 Porter Mills, Johnsonstad, CO 43686",2025-01-27,Footwear,Sneakers,4,2224.79,8899.16,Cash on Delivery
6346d5c3-266f-441a-8369-655b38d9adef,Dean Garcia,wyoung@example.net,59,Osmaniye,"940 Roberts Shore, Port Richardton, NJ 69818",2024-08-26,Baby Products,Bottle Warmer,5,196.23,981.15,Debit Card
5783c701-04e1-4e24-b67d-401eb02d88d4,Mrs. Jessica Lopez,ericatkins@example.net,30,Amasya,"020 Michael Cape Suite 984, Shannonfort, WV 15106",2024-10-07,Office Supplies,Stapler,4,1427.64,5710.56,Cash on Delivery
42f86c94-2c0a-47ed-8239-bfb975536cc9,Tammy Quinn,vhill@example.com,58,Nevşehir,"5112 Paula Freeway, East Hannahside, PA 04996",2025-02-22,Toys,Lego,1,1934.86,1934.86,PayPal
72986ea0-98e4-4db4-84dd-493aa1c208a4,Patty Wright,phester@example.org,70,Artvin,"927 Doyle Trail Suite 489, Andrewchester, KS 79114",2024-10-22,Beauty,Shampoo,5,2467.02,12335.1,PayPal
0d06e3b3-f24f-4bad-8408-48be11620544,Amanda Ramirez,lopezgreg@example.com,56,Bilecik,"633 Martin Junction Apt. 170, Reginaton, CA 91773",2024-10-05,Travel Accessories,Neck Pillow,1,1537.34,1537.34,Bank Transfer
83c86b7f-d0e1-4140-87f8-1fb661d0e138,Cathy Rogers,andreabaldwin@example.org,65,Van,"USNV Golden, FPO AE 17619",2024-05-24,Tools & Hardware,Screwdriver,3,2640.59,7921.77,PayPal
1992c801-5b51-4e74-ae90-bb2d111e34c0,Cristina Guerra,xortiz@example.net,61,Kırklareli,"USNS Smith, FPO AA 61528",2025-02-28,Pet Supplies,Pet Shampoo,4,2471.93,9887.72,Debit Card
7995ab13-874a-4082-82d2-2a21f40a637f,Scott Armstrong,rbrady@example.com,32,Çanakkale,"96082 Jensen Centers, Port Edwinberg, VI 50912",2024-10-12,Jewelry,Necklace,2,450.32,900.64,Credit Card
c44778c1-2082-41dd-b563-8381ba19f7bc,Mary Graham,lramirez@example.net,60,İstanbul,"125 Jonathan Street, North Jeffreyfort, MA 08408",2024-12-23,Footwear,Sandals,3,991.09,2973.27,Cash on Delivery
ea949a83-a8fd-45e3-8881-e67a7bb08bad,Laura Smith,lambertjennifer@example.com,67,Manisa,"256 Meghan Valley, East Alejandramouth, PA 22436",2024-09-08,Travel Accessories,Neck Pillow,3,1273.67,3821.01,Credit Card
301d8b5b-291c-4359-8c54-00a8a2749965,Brett Wong,tonya85@example.org,36,Isparta,"81892 Alicia Walks, Stevenchester, IN 14964",2024-11-09,Footwear,Boots,1,2670.84,2670.84,Cash on Delivery
7e62c0dd-aeb1-40df-a3a8-7cb621a39984,Angela Davis,morrowsara@example.com,63,Manisa,"531 Harrington Ridge, Andersonberg, HI 79186",2025-02-14,Home & Kitchen,Blender,3,1258.1,3774.3,Credit Card
bb748697-db17-44e6-95e3-7a34cb5b8e1f,Dawn Hayes,moranmary@example.org,20,Mardin,"PSC 1503, Box 3480, APO AA 92710",2025-01-30,Jewelry,Earrings,3,1224.44,3673.32,Credit Card
f5d8599e-6830-4f83-aaa4-498d43f28d53,Christian Day,michael30@example.com,29,Yozgat,"PSC 7224, Box 9145, APO AA 15257",2025-03-07,Travel Accessories,Packing Cubes,5,1852.19,9260.95,Debit Card
4e3fdb22-2221-4fd6-9f5c-9ab24afb617d,Heather Reid,morganbrandi@example.org,46,Kars,"35368 Colton Loaf Apt. 688, East Jason, NY 28255",2024-08-14,Pet Supplies,Bird Cage,4,1519.01,6076.04,PayPal
330dc836-b707-4237-8dac-f8e22d8747f8,Allison Wilson,candacerandall@example.org,51,Kayseri,"750 Tara Pass Apt. 672, South Michelleville, NY 64004",2025-02-10,Home & Kitchen,Air Fryer,1,2654.57,2654.57,PayPal
3b9d1b41-aa80-40e2-8e6a-992084b5e50c,Jerry Kelly,wroy@example.com,66,Adıyaman,"05885 Bridges Meadows Apt. 040, South Michelle, MS 08026",2024-12-18,Tools & Hardware,Screwdriver,3,2080.39,6241.17,Bank Transfer
faf00cbc-363d-49ee-a038-6f76d3957a4b,Amber Long,matthewtodd@example.com,21,Batman,"4526 Blake Passage, West Barbara, SC 43732",2024-05-05,Footwear,Sneakers,5,1602.19,8010.95,Cash on Delivery
730a71dd-a214-483c-afc5-a02fed20fc60,Patricia Solomon,philip59@example.net,47,Burdur,"PSC 0071, Box 2651, APO AE 63441",2024-12-09,Automotive,Car Wax,1,189.23,189.23,PayPal
9feb2c61-b99e-43dd-abff-c59a737563b3,Tara Thompson,williamdaugherty@example.net,25,Niğde,"92806 Roberts Viaduct Suite 507, Wendymouth, CA 02236",2025-03-18,Furniture,Office Chair,3,1650.48,4951.44,Cash on Delivery
94d9d4ae-6740-433f-8606-405f6a424b8d,Alex Johnson,john80@example.net,47,Çanakkale,"3132 Rios Brooks Suite 078, Lindaside, VA 25446",2024-11-19,Books,Biography,1,189.71,189.71,Bank Transfer
da97021a-862b-415a-bcce-cae43a525d1c,Jason Johnson,raytimothy@example.org,64,Tokat,"149 Allen Avenue Suite 726, Shieldsview, VA 94661",2024-04-12,Music,Sheet Music,4,149.05,596.2,Credit Card
4c7cc8f0-eb22-4ea6-b50d-32f47e3afd4a,Jessica Duran,jjohnson@example.net,70,Aksaray,"21068 Clark Walk Apt. 995, Malonehaven, ID 38533",2024-12-26,Toys,Board Game,5,2883.7,14418.5,PayPal
005a82e6-30f1-4dc7-bf8b-0f0a701d8b3d,Carol Dunn,amy27@example.org,57,Bartın,"2668 Sharon Rapids Suite 316, Port Roberto, NC 75120",2024-05-31,Beauty,Face Mask,3,550.6,1651.8,Bank Transfer
2ff94899-94fa-4165-9f4e-37dd98dcaa6b,Robert Evans,raymond13@example.com,47,Mardin,"59220 Michael Hollow Suite 540, Port Gabriellatown, ID 16976",2024-03-23,Travel Accessories,Neck Pillow,2,2486.83,4973.66,Cash on Delivery
cb570c67-5254-44eb-a2af-a9081240fe2f,Nicole Wolf,susankennedy@example.com,40,Kocaeli,"46190 Phillips Turnpike, Abigailview, MT 39519",2024-10-26,Furniture,Office Chair,2,1168.94,2337.88,PayPal
8b71da53-7bea-4bbc-bc6d-92e153380040,Nicole Freeman,youngluke@example.org,45,Siirt,"22309 Hines Highway, Williamsmouth, NH 65004",2024-07-26,Health,Protein Powder,2,408.2,816.4,Bank Transfer
e4d4d010-81a6-47df-be61-06366f7ae85b,Amanda Salas,charles31@example.net,38,Van,"492 Lyons Parks, South Sarahville, ND 94600",2024-12-21,Pet Supplies,Bird Cage,3,1958.32,5874.96,Cash on Delivery
3531d96a-13d9-4824-aa53-2189fd48fda8,Cynthia Fernandez,ohughes@example.com,20,Tokat,"41320 Best Walk, Austinstad, ME 68041",2024-06-15,Electronics,Smartphone,3,989.66,2968.98,Credit Card
b35426c1-ad5a-4906-8662-56c37259aabe,Dillon Best,taylorkevin@example.com,51,Artvin,"36094 John Groves, South Richardhaven, FM 57708",2025-01-31,Footwear,Sandals,3,1729.31,5187.93,Cash on Delivery
1532db06-01fe-4076-aa5f-bb2a55b1e9c9,Andrew Martinez,ypark@example.com,55,Konya,"640 Peters Squares Apt. 208, Tranport, OK 16156",2024-04-18,Electronics,Tablet,3,530.4,1591.2,Cash on Delivery
